-ne EMBL_ACC	LEN_(MB)	LEN_(BPs)	NUM_GENES	GC_CONTENT	NCBI_TAXONOMY	SPECIES_NAME	DESCRIPTION
AJ965256.1	1.4MB	1395502	0	0.47	Bacteria; Chloroflexi; Dehalococcoidia; Dehalococcoidales;Dehalococcoidaceae; Dehalococcoides.	Dehalococcoides mccartyi CBDB1	Dehalococcoides sp. CBDB1 complete genome
AL009126.3	4.2MB	4215606	0	0.44	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus subtilis subsp. subtilis str. 168	Bacillus subtilis subsp. subtilis str. 168 complete genome.
AL111168.1	1.6MB	1641481	0	0.31	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Campylobacteraceae; Campylobacter.	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	Campylobacter jejuni subsp. jejuni NCTC 11168 complete genome.
AL123456.3	4.4MB	4411532	0	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis H37Rv complete genome.
AL157959.1	2.2MB	2184406	0	0.52	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae;Neisseria.	Neisseria meningitidis Z2491	Neisseria meningitidis serogroup A strain Z2491 complete genome
AL513382.1	4.8MB	4809037	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Typhi str. CT18	Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete
AL590842.1	4.7MB	4653728	0	0.48	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia pestis CO92	Yersinia pestis CO92 complete genome
AL591688.1	3.7MB	3654135	0	0.63	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Sinorhizobium/Ensifer group; Sinorhizobium.	Sinorhizobium meliloti 1021	Sinorhizobium meliloti 1021 complete chromosome
AL646052.1	3.7MB	3716413	0	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Ralstonia.	Ralstonia solanacearum GMI1000	Ralstonia solanacearum GMI1000 chromosome complete sequence
AL935263.2	3.3MB	3308273	0	0.44	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus plantarum WCFS1	Lactobacillus plantarum WCFS1 complete genome
AL954747.1	2.8MB	2812094	0	0.51	Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales;Nitrosomonadaceae; Nitrosomonas.	Nitrosomonas europaea ATCC 19718	Nitrosomonas europaea ATCC 19718, complete genome
AM039952.1	5.2MB	5178466	0	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas euvesicatoria	Xanthomonas campestris pv. vesicatoria complete genome
AM040264.1	2.1MB	2121359	0	0.57	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae;Brucella.	Brucella abortus 2308	Brucella melitensis biovar Abortus 2308 chromosome I, complete sequence,
AM040265.1	1.2MB	1156948	0	0.57	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae;Brucella.	Brucella abortus 2308	Brucella melitensis biovar Abortus 2308 chromosome II, complete sequence,
AM167904.1	3.7MB	3732255	0	0.62	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Alcaligenaceae; Bordetella.	Bordetella avium 197N	Bordetella avium 197N complete genome
AM180252.1	1.5MB	1457619	0	0.33	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales;Desulfovibrionaceae; Lawsonia.	Lawsonia intracellularis PHE/MN1-00	Lawsonia intracellularis PHE/MN1-00
AM180355.1	4.3MB	4290252	0	0.29	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae;Clostridioides.	Clostridioides difficile 630	Clostridium difficile 630 complete genome
AM181176.4	6.7MB	6722539	0	0.61	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;Pseudomonadaceae; Pseudomonas.	Pseudomonas fluorescens SBW25	Pseudomonas fluorescens SBW25 complete genome
AM233362.1	1.9MB	1895994	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. holarctica LVS	Francisella tularensis subsp. holarctica LVS complete genome
AM236080.1	5.1MB	5057142	0	0.61	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae;Rhizobium/Agrobacterium group; Rhizobium.	Rhizobium leguminosarum bv. viciae 3841	Rhizobium leguminosarum bv. viciae chromosome complete genome, strain 3841
AM260479.1	4.1MB	4052032	0	0.66	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Ralstonia eutropha H16	Ralstonia eutropha H16 chromosome 1
AM260480.1	2.9MB	2912490	0	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Cupriavidus.	Ralstonia eutropha H16	Ralstonia eutropha H16 chromosome 2
AM260522.1	1.6MB	1553927	0	0.38	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;Helicobacteraceae; Helicobacter.	Helicobacter acinonychis str. Sheeba	Helicobacter acinonychis str. Sheeba complete genome, strain Sheeba
AM260525.1	2.6MB	2619061	0	0.39	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bartonellaceae;Bartonella.	Bartonella tribocorum CIP 105476	Bartonella tribocorum CIP 105476 complete genome, type strain CIP 105476
AM263198.1	2.8MB	2814130	0	0.36	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	Listeria welshimeri serovar 6b str. SLCC5334	Listeria welshimeri serovar 6b str. SLCC5334 complete genome
AM286280.1	1.9MB	1892616	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales;Francisellaceae; Francisella.	Francisella tularensis subsp. tularensis FSC198	Francisella tularensis subsp. tularensis strain FSC 198 complete genome
AM286415.1	4.6MB	4615899	0	0.47	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Yersiniaceae; Yersinia.	Yersinia enterocolitica subsp. enterocolitica 8081	Yersinia enterocolitica subsp. enterocolitica 8081 complete genome
AM286690.1	3.1MB	3120143	0	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Alcanivoracaceae; Alcanivorax.	Alcanivorax borkumensis SK2	Alcanivorax borkumensis SK2, complete genome
AM295007.1	1.8MB	1841271	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus pyogenes str. Manfredo	Streptococcus pyogenes Manfredo complete genome
AM295250.1	2.6MB	2566424	0	0.35	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus carnosus subsp. carnosus TM300	Staphylococcus carnosus subsp. carnosus TM300 complete genome
AM398681.2	2.9MB	2860382	0	0.33	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales;Flavobacteriaceae; Flavobacterium.	Flavobacterium psychrophilum JIP02/86	Flavobacterium psychrophilum JIP02/86 complete genome
AM406670.1	4.4MB	4376040	0	0.68	Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales; Zoogloeaceae;Azoarcus.	Azoarcus sp. BH72	Azoarcus sp. BH72, complete genome
AM406671.1	2.5MB	2529478	0	0.36	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Lactococcus.	Lactococcus lactis subsp. cremoris MG1363	Lactococcus lactis subsp. cremoris MG1363, complete genome
AM408590.1	4.4MB	4374522	0	0.66	Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae;Mycobacterium; Mycobacterium tuberculosis complex.	Mycobacterium bovis BCG str. Pasteur 1173P2	Mycobacterium bovis BCG Pasteur 1173P2, complete genome
AM412317.1	3.9MB	3886916	0	0.28	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Clostridium.	Clostridium botulinum A str. ATCC 3502	Clostridium botulinum A str. ATCC 3502 complete genome
AM420293.1	8.2MB	8212805	0	0.71	Bacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae;Saccharopolyspora.	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea NRRL2338 complete genome
AM421808.1	2.2MB	2194961	0	0.52	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae;Neisseria.	Neisseria meningitidis FAM18	Neisseria meningitidis serogroup C FAM18 complete genome
AM422018.1	0.9MB	879959	0	0.27	Bacteria; Tenericutes; Mollicutes; Acholeplasmatales; Acholeplasmataceae;Candidatus Phytoplasma; 16SrXII (Stolbur group).	Candidatus Phytoplasma australiense	Candidatus Phytoplasma australiense complete genome
AM494475.1	2.1MB	2127051	0	0.31	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Orientia.	Orientia tsutsugamushi str. Boryong	Orientia tsutsugamushi Boryong complete genome
AM711867.1	3.3MB	3297891	0	0.73	Bacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Clavibacter.	Clavibacter michiganensis subsp. michiganensis NCPPB 382	Clavibacter michiganensis subsp. michiganensis NCPPB 382 complete genome
AM743169.1	4.9MB	4851126	0	0.66	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group.	Stenotrophomonas maltophilia K279a	Stenotrophomonas maltophilia K279a complete genome, strain K279a
AM746676.1	13.0MB	13033779	0	0.71	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sorangiineae;Polyangiaceae; Sorangium.	Sorangium cellulosum So ce56	Sorangium cellulosum 'So ce 56' complete genome
AM747720.1	3.9MB	3870082	0	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; Burkholderia cepacia complex.	Burkholderia cenocepacia J2315	Burkholderia cenocepacia J2315 chromosome 1, complete genome
AM747721.1	3.2MB	3217062	0	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; Burkholderia cepacia complex.	Burkholderia cenocepacia J2315	Burkholderia cenocepacia J2315 chromosome 2, complete genome
AM747722.1	0.9MB	875977	0	0.67	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Burkholderiaceae; Burkholderia; Burkholderia cepacia complex.	Burkholderia cenocepacia J2315	Burkholderia cenocepacia J2315 chromosome 3, complete genome
AM849034.1	3.3MB	3258645	0	0.73	Bacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Clavibacter.	Clavibacter sepedonicus	Clavibacter michiganensis subsp. sepedonicus complete genome
AM884176.1	1.0MB	1038842	0	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis 434/Bu	Chlamydia trachomatis strain L2/434/Bu complete genome
AM884177.2	1.0MB	1038863	0	0.41	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia trachomatis L2b/UCH-1/proctitis	Chlamydia trachomatis L2b/UCH-1/proctitis complete genome
AM889136.1	2.1MB	2145295	0	0.52	Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae;Neisseria.	Neisseria meningitidis alpha14	Neisseria meningitidis alpha14 complete genome
AM889285.1	3.9MB	3944163	0	0.66	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;Acetobacteraceae; Gluconacetobacter.	Gluconacetobacter diazotrophicus PA1 5	Gluconacetobacter diazotrophicus PAl 5 complete genome
AM902716.1	5.3MB	5287950	0	0.65	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;Alcaligenaceae; Bordetella.	Bordetella petrii	Bordetella petrii strain DSM 12804, complete genome
AM920689.1	5.1MB	5079002	0	0.65	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas campestris pv. campestris	Xanthomonas campestris pv. campestris complete genome, strain B100
AM933172.1	4.7MB	4685848	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109
AM933173.1	4.7MB	4658697	0	0.52	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Salmonella.	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 complete
AM942444.1	2.4MB	2369219	0	0.64	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium urealyticum DSM 7109	Corynebacterium urealyticum DSM 7109 complete genome
AM942759.1	4.1MB	4063606	0	0.39	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Morganellaceae; Proteus.	Proteus mirabilis	Proteus mirabilis strain HI4320, complete genome
AM946015.1	1.9MB	1852352	0	0.37	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus uberis 0140J	Streptococcus uberis 0140J complete genome
AM946016.1	2.0MB	2007491	0	0.41	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Streptococcus.	Streptococcus suis P1/7	Streptococcus suis P1/7 complete genome
AM946981.2	4.6MB	4558947	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli BL21(DE3)	Escherichia coli BL21(DE3), complete genome
AM990992.1	2.9MB	2872582	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus ST398	Staphylococcus aureus subsp. aureus ST398 complete genome
AM999887.1	1.5MB	1482455	0	0.34	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Anaplasmataceae; Wolbachieae; Wolbachia.	Wolbachia endosymbiont of Culex quinquefasciatus Pel	Wolbachia endosymbiont of Culex quinquefasciatus Pel strain wPip complete
AP006618.1	6.0MB	6021225	0	0.71	Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia.	Nocardia farcinica IFM 10152	Nocardia farcinica IFM 10152 DNA, complete genome.
AP006627.1	4.3MB	4303871	0	0.45	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	Bacillus clausii KSM-K16	Bacillus clausii KSM-K16 DNA, complete genome.
AP006628.2	0.9MB	853092	0	0.28	Bacteria; Tenericutes; Mollicutes; Acholeplasmatales; Acholeplasmataceae;Candidatus Phytoplasma; Candidatus Phytoplasma asteris.	Onion yellows phytoplasma OY-M	Onion yellows phytoplasma OY-M DNA, complete genome.
AP006716.1	2.7MB	2685015	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus haemolyticus JCSC1435	Staphylococcus haemolyticus JCSC1435 DNA, complete genome.
AP006725.1	5.2MB	5248520	0	0.58	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Klebsiella.	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 DNA, complete genome.
AP006840.1	3.6MB	3566135	0	0.69	Bacteria; Firmicutes; Clostridia; Clostridiales; Symbiobacteriaceae;Symbiobacterium.	Symbiobacterium thermophilum IAM 14863	Symbiobacterium thermophilum IAM 14863 DNA, complete genome.
AP006841.1	5.3MB	5277274	0	0.43	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae;Bacteroides.	Bacteroides fragilis YCH46	Bacteroides fragilis YCH46 DNA, complete genome.
AP006861.1	1.2MB	1166239	0	0.39	Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae;Chlamydia/Chlamydophila group; Chlamydia.	Chlamydia felis Fe/C-56	Chlamydia felis Fe/C-56 Fe/C-56 DNA, complete genome.
AP007209.1	5.2MB	5221581	0	0.36	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus;Bacillus cereus group.	Bacillus cereus NC7401	Bacillus cereus NC7401 genomic DNA, complete genome.
AP007255.1	5.0MB	4967148	0	0.65	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;Rhodospirillaceae; Magnetospirillum.	Magnetospirillum magneticum AMB-1	Magnetospirillum magneticum AMB-1 DNA, complete genome.
AP007281.1	2.0MB	2039414	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus reuteri JCM 1112	Lactobacillus reuteri JCM 1112 DNA, complete genome.
AP008226.1	1.8MB	1849742	0	0.70	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus.	Thermus thermophilus HB8	Thermus thermophilus HB8 genomic DNA, complete genome.
AP008229.1	4.9MB	4940217	0	0.64	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales;Xanthomonadaceae; Xanthomonas.	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonas oryzae pv. oryzae MAFF 311018 DNA, complete genome.
AP008230.1	5.7MB	5727534	0	0.47	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae;Desulfitobacterium.	Desulfitobacterium hafniense Y51	Desulfitobacterium hafniense Y51 DNA, complete genome.
AP008231.1	2.7MB	2696255	0	0.55	Bacteria; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus.	Synechococcus elongatus PCC 6301	Synechococcus elongatus PCC 6301 DNA, complete genome.
AP008232.1	4.2MB	4171146	0	0.55	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Pectobacteriaceae; Sodalis.	Sodalis glossinidius str. 'morsitans'	Sodalis glossinidius str. 'morsitans' DNA, complete genome.
AP008934.1	2.5MB	2516575	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 DNA, complete
AP008937.1	2.1MB	2098685	0	0.51	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae;Lactobacillus.	Lactobacillus fermentum IFO 3956	Lactobacillus fermentum IFO 3956 DNA, complete genome.
AP008955.1	6.3MB	6296436	0	0.47	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus.	Brevibacillus brevis NBRC 100599	Brevibacillus brevis NBRC 100599 DNA, complete genome.
AP008957.1	6.5MB	6516310	0	0.62	Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus.	Rhodococcus erythropolis PR4	Rhodococcus erythropolis PR4 DNA, complete genome.
AP008971.1	1.8MB	1797577	0	0.32	Bacteria; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae;Finegoldia.	Finegoldia magna ATCC 29328	Finegoldia magna ATCC 29328 DNA, complete genome.
AP008981.1	2.0MB	2008987	0	0.31	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;Rickettsiaceae; Rickettsieae; Orientia.	Orientia tsutsugamushi str. Ikeda	Orientia tsutsugamushi str. Ikeda DNA, complete genome.
AP009044.1	3.3MB	3314179	0	0.54	Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae;Corynebacterium.	Corynebacterium glutamicum R	Corynebacterium glutamicum R DNA, complete genome.
AP009048.1	4.6MB	4646332	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli str. K-12 substr. W3110	Escherichia coli str. K-12 substr. W3110 DNA, complete genome.
AP009049.1	3.9MB	3896121	0	0.32	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;Clostridium.	Clostridium kluyveri NBRC 12016	Clostridium kluyveri NBRC 12016 DNA, complete genome.
AP009152.1	2.7MB	2697540	0	0.71	Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Kocuria.	Kocuria rhizophila DC2201	Kocuria rhizophila DC2201 DNA, complete genome.
AP009153.1	4.6MB	4636964	0	0.64	Bacteria; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae;Gemmatimonas.	Gemmatimonas aurantiaca T-27	Gemmatimonas aurantiaca T-27 DNA, complete genome.
AP009178.1	1.9MB	1877931	0	0.40	Bacteria; Proteobacteria; Epsilonproteobacteria; Nitratiruptor.	Nitratiruptor sp. SB155-2	Nitratiruptor sp. SB155-2 genomic DNA, complete genome.
AP009179.1	2.6MB	2562277	0	0.44	Bacteria; Proteobacteria; Epsilonproteobacteria; Sulfurovum.	Sulfurovum sp. NBC37-1	Sulfurovum sp. NBC37-1 genomic DNA, complete genome.
AP009180.1	0.2MB	159662	0	0.17	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;Halomonadaceae; Zymobacter group; Candidatus Carsonella.	Candidatus Carsonella ruddii PV	Candidatus Carsonella ruddii PV DNA, complete genome.
AP009240.1	4.9MB	4887515	0	0.51	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales;Enterobacteriaceae; Escherichia.	Escherichia coli SE11	Escherichia coli SE11 DNA, complete genome.
AP009247.1	1.0MB	1022154	0	0.32	Bacteria; Proteobacteria; Gammaproteobacteria; sulfur-oxidizing symbionts.	Candidatus Vesicomyosocius okutanii HA	Candidatus Vesicomyosocius okutanii HA DNA, complete genome.
AP009256.1	2.1MB	2089645	0	0.59	Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae;Bifidobacterium.	Bifidobacterium adolescentis ATCC 15703	Bifidobacterium adolescentis ATCC 15703 DNA, complete genome.
AP009324.1	2.9MB	2880168	0	0.33	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae;Staphylococcus.	Staphylococcus aureus subsp. aureus Mu3	Staphylococcus aureus subsp. aureus Mu3 DNA, complete genome.
AP009332.1	2.0MB	1950135	0	0.39	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae;Lactococcus.	Lactococcus garvieae ATCC 49156	Lactococcus garvieae ATCC 49156 DNA, complete genome.
